path,sha256,size_bytes
02_DRUG_PROFILES_SAFE_KNOWLEDGE/endocrine_electrolyte/furosemide.md,9ed8c4351c44f2cfed2e3e58960464c446a9432fad5f638b1e32158732fd0759,3686
02_DRUG_PROFILES_SAFE_KNOWLEDGE/endocrine_electrolyte/levothyroxine.md,2c938dc903bf593aabed938a498ed15b9e3509454c0c9d811f50f8b1a5084d17,3773
02_DRUG_PROFILES_SAFE_KNOWLEDGE/endocrine_electrolyte/tolvaptan.md,72b334a44aafdb97758ac055f8791eb700ad6189ddba472537768bf0f23ae363,3735
02_DRUG_PROFILES_SAFE_KNOWLEDGE/historical_reassessment_negative_notes/bifemelane.md,96ff5ebd3117c15c715cc60c5494548e4d25c236715d5bd6e6dfb29796ce3ea3,1768
02_DRUG_PROFILES_SAFE_KNOWLEDGE/historical_reassessment_negative_notes/cinepazide_maleate.md,2d5912dc6a8f1bcf3126d7ce8e3695468ff022bb3bc02e865fe349a49a179b6e,1807
02_DRUG_PROFILES_SAFE_KNOWLEDGE/historical_reassessment_negative_notes/hopantenate_calcium.md,9772416ba57350a99afbd2b3bb414d2a016a090469f9c3290940ae37946eeda9,1811
02_DRUG_PROFILES_SAFE_KNOWLEDGE/historical_reassessment_negative_notes/idebenone.md,62fcea5c685c61dc3778553511c2e98affe93da2a48b087a7547771a4869fd34,1747
02_DRUG_PROFILES_SAFE_KNOWLEDGE/historical_reassessment_negative_notes/indeloxazine.md,35bc3c73edcb3d9f2b2496afd023be3b99a3f5710cc5b05a026c41019c36ffdb,1780
02_DRUG_PROFILES_SAFE_KNOWLEDGE/historical_reassessment_negative_notes/nilvadipine_old_cerebral_indication.md,75dfa93dc3bf3702cf2c47ea12eafb5296bbfe1eefae49f33b1400618a25cb2f,1899
02_DRUG_PROFILES_SAFE_KNOWLEDGE/historical_reassessment_negative_notes/propentofylline.md,ac9fa1c387fc1c0c95add91108f0e1967e18a592d513f05d14dfe46be6014852,1764
02_DRUG_PROFILES_SAFE_KNOWLEDGE/historical_reassessment_negative_notes/pyritinol.md,c395db0cc35496aa39e3ad829d2d71df6abd5f2842f8d3ba1151af56b5b0a069,1748
02_DRUG_PROFILES_SAFE_KNOWLEDGE/historical_reassessment_negative_notes/vinpocetine.md,997eea40e68c945272a7fee2d3cafd65d6f3b66f437d531c7a28d4ba8cd8384c,1769
02_DRUG_PROFILES_SAFE_KNOWLEDGE/neurocritical_care_anesthesia/esmolol.md,aa16e18e8ec0d46337744f5e7f7f9eff4c24da68a72c433794faab29696c4c2c,3822
02_DRUG_PROFILES_SAFE_KNOWLEDGE/neurocritical_care_anesthesia/ketamine.md,bf095be29eb67061e8fbd514972113c0d1c9e3c015aaa8fba0550535a552880c,3691
02_DRUG_PROFILES_SAFE_KNOWLEDGE/neurocritical_care_anesthesia/landiolol.md,50150d2dd2bdefd94e77b46dae22c7f343754b641b8b55ba6b3869a472ef3d70,3847
02_DRUG_PROFILES_SAFE_KNOWLEDGE/neurocritical_care_anesthesia/nitroglycerin.md,8e39b92d061ab0d3b1f9f156a8b648154f23f88aeef4590e253686390005d609,3774
02_DRUG_PROFILES_SAFE_KNOWLEDGE/neurocritical_care_anesthesia/nitroprusside.md,de459e798c2d1ff042b8ac3650f65c8ecdebf4490b9886bb266aa7c4321338a5,3815
02_DRUG_PROFILES_SAFE_KNOWLEDGE/neurocritical_care_anesthesia/pentobarbital.md,36e637c4fc890c44caea667d58a812efb819d9ec5982ab5c219240b4ea3b8888,3981
02_DRUG_PROFILES_SAFE_KNOWLEDGE/neurocritical_care_anesthesia/remimazolam.md,518583188dffb269ac41eae73af7ed5b0184e9be7acf0911358df8c1a86c184d,3725
02_DRUG_PROFILES_SAFE_KNOWLEDGE/neurocritical_care_anesthesia/rocuronium.md,323037d58b6130abdcf5b18584d804ef64f2c8b87e16bc8721de7363da13ad08,3779
02_DRUG_PROFILES_SAFE_KNOWLEDGE/neurocritical_care_anesthesia/sugammadex.md,e611dff8d29c3b353a41da8143f7649658102b3a06f571905d99c98f4b88bf5c,3794
02_DRUG_PROFILES_SAFE_KNOWLEDGE/neurocritical_care_anesthesia/thiamylal.md,81d6691b79d3359abfdcc9589547df9bea396b7e5f98a272ed75a3d5aed6ec85,4009
02_DRUG_PROFILES_SAFE_KNOWLEDGE/neurocritical_care_anesthesia/thiopental.md,fc208f512910058aa2f2276bd5505fe2888f68f5675f9624d4979dfecd3a7117,4020
02_DRUG_PROFILES_SAFE_KNOWLEDGE/peripheral_circulation_do_not_confuse/alprostadil.md,9ec0ecb29b90ce9bc2a7157924a4075dee5db4b78043b5c153c2c46b5be8fbb8,1768
02_DRUG_PROFILES_SAFE_KNOWLEDGE/peripheral_circulation_do_not_confuse/alprostadil_alfadex.md,f8e179545ca39d8b6ae18dd42cc8c4661a6f7a6b5e60791c42f2ff2b4e015b15,1887
02_DRUG_PROFILES_SAFE_KNOWLEDGE/peripheral_circulation_do_not_confuse/bosentan_do_not_confuse.md,2693f5d7bcc40512cf66c351fbc7901a2a7c0418a94317e750c395f495da7d23,1962
02_DRUG_PROFILES_SAFE_KNOWLEDGE/peripheral_circulation_do_not_confuse/hepronicate.md,3a28e7e698d4f5cc9688e54b751f6502bd788c57746c489847b7dd43c7a3a306,1731
02_DRUG_PROFILES_SAFE_KNOWLEDGE/peripheral_circulation_do_not_confuse/inositol_hexanicotinate.md,8456b09c433346e059269ecb9098fcf7301ef8fc2e50152a6acd8de8e9b8e2a0,1845
02_DRUG_PROFILES_SAFE_KNOWLEDGE/peripheral_circulation_do_not_confuse/limaprost_alfadex.md,51aafc080959cb0a9f40517b313cb081d194a24dcbe50117ce0b7fbc382688c7,1885
02_DRUG_PROFILES_SAFE_KNOWLEDGE/peripheral_circulation_do_not_confuse/tocopherol_nicotinate.md,db996b2ac424a392927c4eab3f660bfcb81f12309dce039c5628660c03aab5d6,1859
02_DRUG_PROFILES_SAFE_KNOWLEDGE/post_traumatic_brain_injury_sequelae/adenosine_triphosphate_disodium.md,e001a5bee5fb38dd88100e8c82469685ffa813b886f6c6fc8a8197f824b3aaa0,2673
02_DRUG_PROFILES_SAFE_KNOWLEDGE/post_traumatic_brain_injury_sequelae/dihydroergotoxine.md,efe083adb35d1748e00f35666f48f85464e4f9425fe05b0af06fd920e4382c4c,2603
02_DRUG_PROFILES_SAFE_KNOWLEDGE/post_traumatic_brain_injury_sequelae/gamma_aminobutyric_acid.md,bca52b578d91833a2e111ee04207bf8437eda66be56cf8a9c5e5439fbdc7d81c,2599
02_DRUG_PROFILES_SAFE_KNOWLEDGE/post_traumatic_brain_injury_sequelae/isoxsuprine.md,af2365538a43238379d35a23e2909d60838490e0307f53da40c1e209ba41b24c,2539
02_DRUG_PROFILES_SAFE_KNOWLEDGE/post_traumatic_brain_injury_sequelae/meclofenoxate_oral.md,6fd1aef758e22f045e52ff7dfb5321f34e3dc2e234276046a912c9761b051bc0,2595
02_DRUG_PROFILES_SAFE_KNOWLEDGE/post_traumatic_brain_injury_sequelae/solcoseryl_calf_blood_extract.md,78d94a793828c3ad348211c89373276e04eecb5e3b29639584455933141a511d,1911
02_DRUG_PROFILES_SAFE_KNOWLEDGE/reversal_hemostasis_blood_products/albumin.md,1e095a068fd66fd2c2f16a592750c59670e7b17d37f8804f5bfb1c9f5c959c87,3807
02_DRUG_PROFILES_SAFE_KNOWLEDGE/reversal_hemostasis_blood_products/cryoprecipitate.md,9838719df7c7f3addec012ab48725f9cfe5c230fc3586603037ab86c36369ad7,3832
02_DRUG_PROFILES_SAFE_KNOWLEDGE/reversal_hemostasis_blood_products/red_blood_cell_concentrate.md,67cf8a51d09fdf9f5616e48606ee6e3f0b4de8a5f6f9e3141f121902ee185326,3811
02_DRUG_PROFILES_SAFE_KNOWLEDGE/reversal_hemostasis_blood_products/vitamin_k.md,575abe3e911842e3cc77cb7065a664b503eb6d5e6835d3a48c568b9b0dd2c065,3810
02_DRUG_PROFILES_SAFE_KNOWLEDGE/sah_vasospasm/clazosentan.md,0de69b357008c884eaf7e5ffda0a778cf7f8165195c6bfcc56671967532ff7ed,4665
02_DRUG_PROFILES_SAFE_KNOWLEDGE/sah_vasospasm/fasudil.md,e04f191cf24e1f9d7f77d10b02fd934cfcb32dd9fc2e541e6dcbdac101d4a1a2,4140
02_DRUG_PROFILES_SAFE_KNOWLEDGE/sah_vasospasm/nimodipine.md,69c2db2472f7ec607f32fd1d75b9fa02b8771e8fbe6644a89f80417a30adb70d,4077
02_DRUG_PROFILES_SAFE_KNOWLEDGE/status_epilepticus/clobazam.md,2e4900470db038ecfc84d7b12a09f4ed3c44d1bf6e2e1190a3fd43f200a9cb20,3680
02_DRUG_PROFILES_SAFE_KNOWLEDGE/status_epilepticus/diazepam.md,8a1de53fa28e6514bd996725289232f41eab6d5b56ab9fc4d6233b9aae22edf8,3735
02_DRUG_PROFILES_SAFE_KNOWLEDGE/status_epilepticus/lorazepam.md,0ce470131e7c95c0e787c6f039cb10733b516d11fa16f246de6f64d66c8e005c,3707
02_DRUG_PROFILES_SAFE_KNOWLEDGE/status_epilepticus/phenobarbital.md,589eea1294169309fe0c1a6bffd4d250e874b81eabc4904c627556d5e523dc03,3771
03_CLASS_NOTES/SAH術後脳血管攣縮_gap_note.md,b1675788cb30fc4b6c09a288c371bc0942a7e0b465f4d53f2db8ece17d65ebe7,584
03_CLASS_NOTES/てんかん重積_gap_note.md,43d5090fc4d573d0ede5118e1f1980a7e57e8d9d1b898ff2432e5bb6badd9d9c,556
03_CLASS_NOTES/エンドセリン受容体拮抗薬_クラゾセンタン_ボセンタン取り違え注意.md,910b16bd93720421bd886bdfee03ac56b5eaa18f98bc7f639ff2da16f3e994e1,562
03_CLASS_NOTES/中枢感染_gap_note.md,178dca325e50eab0153ca148847f9d7686ebf28d096c22c7c12ef144a70d05f7,587
03_CLASS_NOTES/内分泌_電解質_gap_note.md,e4d6d4ed9d4a0ad4e9bdae50e818588a6ce167c9d7250c3dd740921d4318fc9c,520
03_CLASS_NOTES/急性期脳梗塞_gap_note.md,1bceab9a3220da863d7ceb91011787cd0b3c96c6df302aad029dd8856ca5424f,745
03_CLASS_NOTES/慢性期脳血管障害_脳循環代謝改善薬_gap_note.md,6445b22223c28352cbce94ccda1651156a41aed608d2c645f3d9a96462966869,991
03_CLASS_NOTES/末梢循環改善薬_脳循環改善薬と混同しない_gap_note.md,58946fcef2d1742b8c0c796a36c15f61a56bce282927daa9610638da9784ec02,579
03_CLASS_NOTES/神経集中治療_麻酔_gap_note.md,5c40b297e09d567c40e778d950ad51d5b9ffd4ce9dd470dca7cb68ff9a68e161,592
03_CLASS_NOTES/頭部外傷後遺症_脳術後意識障害_gap_note.md,8e4cdec9f856961a2fec9c4d4769319a93341eff4797217aaef64f8140bc413c,617
07_VSCODE_AGENT_INTEGRATION/AGENT_INTEGRATION_INSTRUCTIONS.md,27a810623b13c34c571941acb0f2463b7d1b206eb568f5f7f8020813eced71a9,908
08_VALIDATION_CHECKS/chronic_historical_rag_safety_tests.csv,a34d78afa8cb3405e0092c7a3dd16c89f3c1666c55c3067c87d76660fb35dbf3,2056
08_VALIDATION_CHECKS/chronic_historical_rag_safety_tests.md,33ed51b9d10f586cff89ce996da7d968ffa532d0afbc65888bfc97d8cef9a8b3,2430
08_VALIDATION_CHECKS/gap_supplement_rag_safety_tests.csv,55d193e4678a2e3b14eb02b61284ad5c6ba116f848b1963b840ec15a9111a469,2455
08_VALIDATION_CHECKS/gap_supplement_rag_safety_tests.md,8dbd42848e22770703ebb2e4482c3f67bdfaeb27f89c198fa98805e6545ec8a1,2898
09_MANIFESTS/drug_inventory_master_PROPOSED_WITH_GAP_SUPPLEMENT.csv,809dbd1ebfe8c6ac3ff56b13fa883049ddcfbf0c713a043400ec62a8705bc3b8,35437
09_MANIFESTS/neurosurgery_chronic_historical_supplement_master.csv,4b392351704d9b30ba2fa6207081931b28aeec59cadc9a21c27a56b15dfa99ba,19219
09_MANIFESTS/neurosurgery_chronic_historical_supplement_master.jsonl,20697637f3692a2b82057840f770867505cbd9a6b9cb687ac0930c0f6470bfb2,31655
09_MANIFESTS/neurosurgery_gap_drug_supplement_master.csv,553c1dcde97cb4ac27656387505e00ffae06a4412d73b7568dfa9b6b0a2e61cc,19302
09_MANIFESTS/neurosurgery_gap_drug_supplement_master.jsonl,cb2bdaba1db6eb23c3d24a945b4a8b60e701a222dcf6a97569e8f91bb4c4d1c9,34991
09_MANIFESTS/neurosurgery_gap_drug_supplement_master_V2_ALL.csv,39a6f30105b03d550dc8c893286cdc18fd65cce5b1532b3ae01484a981e28774,38267
09_MANIFESTS/neurosurgery_gap_drug_supplement_master_V2_ALL.jsonl,ae71024ac2e16312d4811f54067aabac28587d66dbc2f7267de48640fa67da0b,66543
10_FINAL_REPORTS/GAP_SUPPLEMENT_FINAL_AUDIT_REPORT.md,a8ba385570e72e1d247fee80ed07b59fcd1933b51495d49b6bc01753e66c7c01,1042
10_FINAL_REPORTS/GAP_SUPPLEMENT_V2_CHRONIC_HISTORICAL_AUDIT_REPORT.md,0844b25a56c0e32b0d8bed3d6d64911f3576a8193aea07346ccc5040a3f1d53a,1298
12_RESEARCH_EVIDENCE/evidence_source_register_chronic_historical_supplement.csv,99fa32bc2281ed3cb30ca1e6d1e6d765d24da5cfe6d253a8ac7fec6d1616a25d,2198
12_RESEARCH_EVIDENCE/evidence_source_register_gap_supplement.csv,806720456c5b4ab49903853d5c1549d6c41690b218088d27478ca3ce59c6c79f,3673
README.md,3e37d72286221497e4e4c43cce3475f4fb7763bcf6e21c6fbafdab3f09ae9fae,2150
scripts/apply_gap_supplement.py,76e63adc54a3bc60c8402e4f24684fc31642c3f74f6353a4057da4d6a446cbb4,3051
