reference_path,file_class,purpose,target_decision,target_path,migration_mode,reason,upload_safe,operator_side_only,unresolved_needed,quarantine_needed,human_review_required,facility_confirmation_required,preview_evidence_required,validator_or_gate,status_after_this_slice,classification_vocabulary
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/09_MANIFESTS/facility_confirmation_manifest.csv,manifest,facility_confirmation_gate,record_as_reference_only_until_target_facility_layer_exists,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,target repo lacks a dedicated facility confirmation ledger and must not imply local confirmation | m2_slice_c: ledger-only closeout; no physical port to TARGET.,no,yes,yes,no,yes,yes,no,operator_review,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/09_MANIFESTS/product_resolution_status.csv,manifest,product_resolution_state,record_as_reference_only_until_target_resolution_layer_exists,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,target repo must not inherit PMDA product level status rows as local truth | m2_slice_c: ledger-only closeout; no physical port to TARGET.,no,yes,yes,no,yes,yes,no,operator_review,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/11_PMDA_RESOLUTION_LOGS/pmda_search_query_log.csv,resolution_log,query_audit_trail,keep_reference_log_as_history_only,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_keep_as_reference_only,query history is reference batch specific and non portable | m2_slice_c: ledger-only closeout; no physical port to TARGET.,no,yes,no,no,yes,no,no,operator_review,m2_non_port_recorded_pending_operator_review,reference_only
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/11_PMDA_RESOLUTION_LOGS/pmda_resolution_success_log.csv,resolution_log,resolution_success_audit,keep_reference_log_as_history_only,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_keep_as_reference_only,resolution success rows belong to reference batch and must not be copied as target facts | m2_slice_c: ledger-only closeout; no physical port to TARGET.,no,yes,no,no,yes,no,no,operator_review,m2_non_port_recorded_pending_operator_review,reference_only
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/11_PMDA_RESOLUTION_LOGS/pmda_resolution_failure_log.csv,resolution_log,resolution_failure_audit,keep_reference_log_as_history_only,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_keep_as_reference_only,failure logs are reference specific history and reusable only as pattern | m2_slice_c: ledger-only closeout; no physical port to TARGET.,no,yes,no,no,yes,no,no,operator_review,m2_non_port_recorded_pending_operator_review,reference_only
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/11_PMDA_RESOLUTION_LOGS/pmda_ambiguous_hits_log.csv,resolution_log,ambiguity_audit,keep_reference_log_as_history_only,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_keep_as_reference_only,ambiguity logs are reference batch specific and should not be migrated as target facts | m2_slice_c: ledger-only closeout; no physical port to TARGET.,no,yes,no,no,yes,no,no,operator_review,m2_non_port_recorded_pending_operator_review,reference_only
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/11_PMDA_RESOLUTION_LOGS/pmda_manual_review_required.csv,resolution_log,manual_review_queue,record_as_reference_unresolved_input,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,manual review queue is reusable only as unresolved pattern and not as resolved content | m2_slice_c: ledger-only closeout; no physical port to TARGET.,no,yes,yes,no,yes,yes,no,operator_review,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/01_SOURCE_REGISTERS/guideline_register.csv,source_register,reference_source_registry,keep_reference_source_registry_as_pattern_only,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_keep_as_reference_only,target repo has no product-level source register layer and must not inherit reference registry rows | m2_slice_c: ledger-only closeout; no physical port to TARGET.,no,yes,no,no,yes,no,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,reference_only
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/01_SOURCE_REGISTERS/japic_crosscheck_register.csv,source_register,reference_source_registry,keep_reference_source_registry_as_pattern_only,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_keep_as_reference_only,target repo has no product-level source register layer and must not inherit reference registry rows | m2_slice_c: ledger-only closeout; no physical port to TARGET.,no,yes,no,no,yes,no,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,reference_only
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/01_SOURCE_REGISTERS/mhlw_safety_notice_register.csv,source_register,reference_source_registry,keep_reference_source_registry_as_pattern_only,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_keep_as_reference_only,target repo has no product-level source register layer and must not inherit reference registry rows | m2_slice_c: ledger-only closeout; no physical port to TARGET.,no,yes,no,no,yes,no,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,reference_only
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/01_SOURCE_REGISTERS/pmda_document_source_register.csv,source_register,reference_source_registry,keep_reference_source_registry_as_pattern_only,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_keep_as_reference_only,target repo has no product-level source register layer and must not inherit reference registry rows | m2_slice_c: ledger-only closeout; no physical port to TARGET.,no,yes,no,no,yes,no,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,reference_only
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/01_SOURCE_REGISTERS/pmda_product_source_register.csv,source_register,reference_source_registry,keep_reference_source_registry_as_pattern_only,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_keep_as_reference_only,target repo has no product-level source register layer and must not inherit reference registry rows | m2_slice_c: ledger-only closeout; no physical port to TARGET.,no,yes,no,no,yes,no,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,reference_only
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/01_SOURCE_REGISTERS/pmda_safety_notice_register.csv,source_register,reference_source_registry,keep_reference_source_registry_as_pattern_only,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_keep_as_reference_only,target repo has no product-level source register layer and must not inherit reference registry rows | m2_slice_c: ledger-only closeout; no physical port to TARGET.,no,yes,no,no,yes,no,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,reference_only
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/01_SOURCE_REGISTERS/source_register_master.json,source_register,reference_source_registry,keep_reference_source_registry_as_pattern_only,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_keep_as_reference_only,target repo has no product-level source register layer and must not inherit reference registry rows | m2_slice_c: ledger-only closeout; no physical port to TARGET.,no,yes,no,no,yes,no,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,reference_only
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/01_SOURCE_REGISTERS/unresolved_source_items.csv,source_register,unresolved_source_tracking,record_as_reference_unresolved_input,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_unresolved,source register unresolved rows are reference-specific and must not be promoted as target facts | m2_slice_c: ledger-only closeout; no physical port to TARGET.,no,yes,yes,no,yes,yes,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,unresolved_do_not_export
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/antiepileptics/carbamazepine.md,drug_profile,safe_boundary_drug_profile,hold_as_reference_until_target_integrated_drug_profile_layer_exists,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_keep_as_reference_only,target repo lacks a dedicated integrated drug-profile source-governance layer and must not inherit reference drug facts directly | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,no,no,yes,no,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,hold_as_reference_until_integrated_layer_exists
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/antiepileptics/emergency_benzodiazepines.md,drug_profile,safe_boundary_drug_profile,hold_as_reference_until_target_integrated_drug_profile_layer_exists,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_keep_as_reference_only,target repo lacks a dedicated integrated drug-profile source-governance layer and must not inherit reference drug facts directly | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,no,no,yes,no,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,hold_as_reference_until_integrated_layer_exists
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/antiepileptics/fosphenytoin.md,drug_profile,safe_boundary_drug_profile,hold_as_reference_until_target_integrated_drug_profile_layer_exists,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_keep_as_reference_only,target repo lacks a dedicated integrated drug-profile source-governance layer and must not inherit reference drug facts directly | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,no,no,yes,no,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,hold_as_reference_until_integrated_layer_exists
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/antiepileptics/lacosamide.md,drug_profile,safe_boundary_drug_profile,hold_as_reference_until_target_integrated_drug_profile_layer_exists,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_keep_as_reference_only,target repo lacks a dedicated integrated drug-profile source-governance layer and must not inherit reference drug facts directly | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,no,no,yes,no,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,hold_as_reference_until_integrated_layer_exists
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/antiepileptics/lamotrigine.md,drug_profile,safe_boundary_drug_profile,hold_as_reference_until_target_integrated_drug_profile_layer_exists,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_keep_as_reference_only,target repo lacks a dedicated integrated drug-profile source-governance layer and must not inherit reference drug facts directly | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,no,no,yes,no,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,hold_as_reference_until_integrated_layer_exists
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/antiepileptics/levetiracetam.md,drug_profile,safe_boundary_drug_profile,hold_as_reference_until_target_integrated_drug_profile_layer_exists,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_keep_as_reference_only,target repo lacks a dedicated integrated drug-profile source-governance layer and must not inherit reference drug facts directly | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,no,no,yes,no,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,hold_as_reference_until_integrated_layer_exists
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/antiepileptics/perampanel.md,drug_profile,safe_boundary_drug_profile,hold_as_reference_until_target_integrated_drug_profile_layer_exists,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_keep_as_reference_only,target repo lacks a dedicated integrated drug-profile source-governance layer and must not inherit reference drug facts directly | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,no,no,yes,no,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,hold_as_reference_until_integrated_layer_exists
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/antiepileptics/phenytoin.md,drug_profile,safe_boundary_drug_profile,hold_as_reference_until_target_integrated_drug_profile_layer_exists,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_keep_as_reference_only,target repo lacks a dedicated integrated drug-profile source-governance layer and must not inherit reference drug facts directly | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,no,no,yes,no,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,hold_as_reference_until_integrated_layer_exists
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/antiepileptics/topiramate.md,drug_profile,safe_boundary_drug_profile,hold_as_reference_until_target_integrated_drug_profile_layer_exists,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_keep_as_reference_only,target repo lacks a dedicated integrated drug-profile source-governance layer and must not inherit reference drug facts directly | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,no,no,yes,no,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,hold_as_reference_until_integrated_layer_exists
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/antiepileptics/valproate.md,drug_profile,safe_boundary_drug_profile,hold_as_reference_until_target_integrated_drug_profile_layer_exists,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_keep_as_reference_only,target repo lacks a dedicated integrated drug-profile source-governance layer and must not inherit reference drug facts directly | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,no,no,yes,no,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,hold_as_reference_until_integrated_layer_exists
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/antiepileptics/zonisamide.md,drug_profile,safe_boundary_drug_profile,hold_as_reference_until_target_integrated_drug_profile_layer_exists,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_keep_as_reference_only,target repo lacks a dedicated integrated drug-profile source-governance layer and must not inherit reference drug facts directly | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,no,no,yes,no,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,hold_as_reference_until_integrated_layer_exists
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/antimicrobials_tdm/acyclovir.md,drug_profile,safe_boundary_drug_profile,hold_as_reference_until_target_integrated_drug_profile_layer_exists,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_keep_as_reference_only,target repo lacks a dedicated integrated drug-profile source-governance layer and must not inherit reference drug facts directly | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,no,no,yes,no,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,hold_as_reference_until_integrated_layer_exists
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/antimicrobials_tdm/amphotericin_b.md,drug_profile,safe_boundary_drug_profile,hold_as_reference_until_target_integrated_drug_profile_layer_exists,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_keep_as_reference_only,target repo lacks a dedicated integrated drug-profile source-governance layer and must not inherit reference drug facts directly | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,no,no,yes,no,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,hold_as_reference_until_integrated_layer_exists
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/antimicrobials_tdm/cefazolin.md,drug_profile,safe_boundary_drug_profile,hold_as_reference_until_target_integrated_drug_profile_layer_exists,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_keep_as_reference_only,target repo lacks a dedicated integrated drug-profile source-governance layer and must not inherit reference drug facts directly | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,no,no,yes,no,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,hold_as_reference_until_integrated_layer_exists
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/antimicrobials_tdm/cefepime.md,drug_profile,safe_boundary_drug_profile,hold_as_reference_until_target_integrated_drug_profile_layer_exists,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_keep_as_reference_only,target repo lacks a dedicated integrated drug-profile source-governance layer and must not inherit reference drug facts directly | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,no,no,yes,no,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,hold_as_reference_until_integrated_layer_exists
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/antimicrobials_tdm/ceftazidime.md,drug_profile,safe_boundary_drug_profile,hold_as_reference_until_target_integrated_drug_profile_layer_exists,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_keep_as_reference_only,target repo lacks a dedicated integrated drug-profile source-governance layer and must not inherit reference drug facts directly | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,no,no,yes,no,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,hold_as_reference_until_integrated_layer_exists
references/neurosurgery_safe_rag_pmda_product_source_register_resolved/02_DRUG_PROFILES_SAFE_KNOWLEDGE/antimicrobials_tdm/ceftriaxone.md,drug_profile,safe_boundary_drug_profile,hold_as_reference_until_target_integrated_drug_profile_layer_exists,derived/custom_gpt_knowledge_package/manifest/reference_migration_decision_ledger.csv,no_port_keep_as_reference_only,target repo lacks a dedicated integrated drug-profile source-governance layer and must not inherit reference drug facts directly | m2_slice_c: no TARGET copy; integrated drug-profile layer and Runbook Commit 1-9 required.,no,yes,no,no,yes,no,no,operator_review;gpt_drug_data_policy_expansion_runbook.md,m2_non_port_recorded_pending_operator_review,hold_as_reference_until_integrated_layer_exists
